Genus	SP19.2	SP19.3	SP19.4	SP19.1	SP21.1	SP21.2	SP21.3	SP21.4	SP21.5	SP21.6	SP21.7	SP21.8	SP21.9	USA4.7	USA4.8	USA4.9	USA4.10	USA4.3	USA4.5	USA4.1	USA4.6	USA4.2	USA4.11	USA4.12	USA4.16	USA4.17	USA4.13	USA4.4	USA4.14	USA4.15	SP17.1	SP17.2	SP16.4	SP16.5	SP16.6	SP16.7	SP16.8	SP16.9	SP16.10	SP16.11	SP16.1	SP16.2	SP16.12	SP16.13	SP16.14	SP16.15	SP16.17	SP16.3	SP16.16	SP10.2	SP10.3	SP10.4	SP10.1	SP14.5	SP14.11	SP14.16	SP14.7	SP14.13	SP14.2	SP14.8	SP14.3	SP14.9	SP14.14	SP14.10	SP14.4	SP14.15	SP14.1	SP14.12	SP14.6	SP15.4	SP15.12	SP15.5	SP15.1	SP15.2	SP15.3	SP15.6	SP15.7	SP15.8	SP15.9	SP15.10	SP15.11	SP15.13	SP1.1	SP1.2	SP1.3	SP1.4	SP1.5	SP1.6	SP1.7	SP1.8	SP4.1	SP11.12	SP11.13	SP11.1	SP11.2	SP11.3	SP11.4	SP11.5	SP11.14	SP11.6	SP11.7	SP11.8	SP11.9	SP11.10	SP11.11	USA3.1	USA3.2	USA3.3	USA3.4	USA3.5	USA3.6	USA3.7	USA3.8	SP2.3	SP2.1	SP2.2	USA5.1	USA5.2	USA5.3	SP18.1	SP18.2	FR1.24	FR1.25	FR1.13	FR1.1	FR1.14	FR1.15	FR1.16	FR1.17	FR1.18	FR1.4	FR1.19	FR1.7	FR1.8	FR1.9	FR1.2	FR1.10	FR1.11	FR1.12	FR1.3	FR1.5	FR1.6	FR1.26	FR1.27	FR1.28	FR1.20	FR1.21	FR1.29	FR1.22	FR1.23	FR1.30	FR1.31	IT1.4	IT1.3	IT1.5	IT1.2	IT1.1	SP13.1	SP6.1	SP6.2	SP6.3	SP6.4	USA1.1	USA6.16	USA6.15	USA6.1	USA6.11	USA6.4	USA6.12	USA6.2	USA6.6	USA6.8	USA6.17	USA6.10	USA6.3	USA6.9	USA6.7	USA6.13	USA6.14	USA6.5	SP8.1	SP8.2	SP8.3	SP8.4	SP8.5	SP8.6	SP8.7	SP8.8	SP8.9	SP8.10	SP8.11	DN1.1	DN1.2	DN1.3	DN1.4	DN1.5	SP12.2	SP12.3	SP12.4	SP12.5	SP12.6	SP12.7	SP12.8	SP12.9	SP12.10	SP12.11	SP12.12	SP12.13	SP12.14	SP12.15	SP12.16	SP12.17	SP12.18	SP12.19	SP12.20	SP12.21	SP12.22	SP12.23	SP12.24	SP12.25	SP12.26	SP12.27	SP12.28	SP12.29	SP12.30	SP12.31	SP12.32	SP12.33	SP12.1	USA2.1	GE1.1	GE1.2	SP9.2	SP9.3	SP9.1	SP3.6	SP3.3	SP3.4	SP3.5	SP3.1	SP3.2	SP5.1	SP5.2	SP5.3	SP5.4	SP5.5	SP5.6	SP5.7	SP20.5	SP20.6	SP20.7	SP20.1	SP20.2	SP20.3	SP20.4	SP7.13	SP7.14	SP7.15	SP7.3	SP7.4	SP7.5	SP7.6	SP7.7	SP7.9	SP7.10	SP7.11	SP7.12	SP7.1	SP7.2	SP7.8	SP7.16	SP7.17
Unidentified Kickxellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45E-05	0	0.001023399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066557	0	7.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51E-05	0	0	0	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Kondoaceae	0	0	0	0	0	0	0	4.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Laboulbeniomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000707483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lachnocladiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lasiosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001031753	0	1.65E-05	0	0	0.000267443	0	0	0	0	0	0	0	0	4.65E-05	0	0	0	0	0	0	0	0	0	0.000101388	0	0	0	0	0	0.001294933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001801606	0	0	0	0.000138641	0	0.000632455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48E-05	0	0	0	0	0	0.000463965	0.000323792	0	9.86E-05	0	0	0	0	0	0	0	0	0	0	5.69E-05	0	3.73E-05	0.000338295	7.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000574023	0	0	0	7.61E-05	0.00013364	0	0	0.00016962	0.000532666	0	0	0	0	0	0.000335667	9.74E-05	0	0.000587423	3.48E-05	5.07E-05	0.000294069	0	0	0.000270746	0	9.89E-05	0	0	0.000218646	0	3.68E-05	0	1.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lecanoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lecanorales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000481247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10E-05	0	4.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	2.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000277672	0	0	7.72E-06	0	0	0	0	0	0	0.000125877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lentitheciaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216501	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-05	3.65E-05	0	0	0	0	0	0.000272209	0	0	0	0	0	0	0	0	6.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001976835	0	0	0	0	0.000132648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31E-05	0	0	0	0	0	0	3.50E-05	0	0	0	4.17E-05	0	0	0	0	0	1.81E-05	0	0	2.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Leotiomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143248	0	0	0	0	0	0	0	0	0	0	0	0.000694174	0	0	0	0	0	0	0	0	0	0	0	0	0.003926823	0	0	0	0	0.000490312	6.48E-05	0	0	0	0	0	0	0	0.000567849	0	0	0	0	0	9.35E-05	0	0	0	0.000111044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000917023	0	0	0	0	0	0	0	0	0	0	0	0.000694133	0	0	0	0	0	0	0	0	0	0	0.000779538	0	0.004904621	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06E-05	0	0	0	0.000676129	0	0	0	0	0	0	0	0.00019882	0	0	5.01E-05	0	0	0	0	0	0	0	0	0	0.000195231	0	8.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000495747	0.001094857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	6.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15E-05	0.000853761	0	6.44E-05	0.000991539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Leptosphaeriaceae	0	0	0	0	0	0	0	0.001345786	0	0	0	0	0.000232134	0	0	0	0	0	0	0	0	0	0	0	0	0.000370978	0	0	0	3.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001269124	0	0	0.000230855	0	0	0	0	0.000154097	0	0	2.68E-05	0	0.000204094	0	0.002625136	0.000103075	0	0	0.00028	0	0	0	0	0	4.35E-05	0	0	0	0	0	0	0	0	0	0	0	0.000632253	0	0.000405664	0.000102019	0	0	0	0	0	0	0	0.000551209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150399	0	0	0	0	0	0	0	0	0	2.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005226717	0.003382524	0.000590052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124877	0	0	0	0	0	0.000156552	0	0	0	0.003063691	0.001300761	0.001081611	0	0.000809548	0.00011299	0.006391217	0.001501015	0.000568322	0	0.002239428	0.000762243	0.00096	0.000830048	0.000122062	0.000861943	0.000625597	0.000381494	0.000681646	0.000298612	0.000165456	0.001815505	0	0.000854948	0.005496403	0.000306105	0.000195511	0.000176714	6.61E-05	0.00028741	0.000293252	0.00432838	0	0	0	0	0	0	0	0	0.000189934	8.16E-05	0	0	0	0.000454365	0	0	0	0	0	0	0	0	0	8.10E-05	0	0.000432688	0	0	3.81E-05	0	1.58E-05	0.000211291	0	0	0	0	2.63E-05	0	0	0	0	0	0	0
Unidentified Leucosporidiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000899966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lobulomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001218551	0.00336321	0.010628194	8.42E-05	0.000573937	0	0	0	0	0.000182712	0	0	0.021618927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lulworthiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Lycoperdaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Malasseziaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190641	4.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00050472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Marasmiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Massarinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Melanommataceae	0	0	0	0	0	0	0.000207056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000560617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000768887	0	0	0	0	0.000311286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unidentified Meripilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
